Id,SalePrice
1461,119074.25995794531
1462,158376.49768874203
1463,164181.5600137757
1464,179170.8467217594
1465,227235.86518977946
1466,174611.32144703635
1467,162800.67364248558
1468,168171.69631899797
1469,189895.01244335753
1470,110714.11542217452
1471,196346.57016281292
1472,99434.84259781551
1473,94129.97678080671
1474,147985.54146400036
1475,135174.97497027548
1476,366885.15757022623
1477,264023.4590325894
1478,307490.9210118917
1479,296763.66620124347
1480,495594.45486089174
1481,324950.78300241026
1482,241881.18172200982
1483,179931.12810317214
1484,168769.11888193424
1485,170452.93477170862
1486,204480.32864452005
1487,327412.5404278732
1488,249978.25984631668
1489,193792.01766093506
1490,196080.721340807
1491,193790.66836397685
1492,106904.56563386865
1493,170103.69876088144
1494,291363.7978617382
1495,287952.4734137753
1496,216458.1278752533
1497,205183.32992080832
1498,171465.67284797973
1499,171465.67284797973
1500,158397.71266325584
1501,173861.68867844035
1502,163236.1146749463
1503,242524.0890599551
1504,239168.62101164478
1505,215721.44819949687
1506,201786.9462136024
1507,238865.37552636233
1508,190970.46370368096
1509,160253.79019223744
1510,141057.69244811172
1511,139578.91373247016
1512,160641.05904729755
1513,160114.58993014356
1514,175205.09222101056
1515,191165.08077170613
1516,150663.01312873166
1517,146314.55648194233
1518,163801.4854652351
1519,209439.9240213542
1520,132959.05969036603
1521,136853.1604727966
1522,168345.5899008774
1523,120746.46629281982
1524,121730.83175979927
1525,121656.70851705497
1526,123519.32034390075
1527,95032.08149815093
1528,137268.54416061813
1529,135277.06336452812
1530,165392.58073594226
1531,108914.91465916626
1532,100525.54795367116
1533,133715.40403671592
1534,124318.35736959455
1535,134439.27185161563
1536,111283.88919633206
1537,71357.33174011818
1538,150887.62360091964
1539,163270.0516075
1540,141254.41311022386
1541,125134.05420104942
1542,143441.33119361903
1543,186708.6689025583
1544,92301.49447681238
1545,124751.45802099691
1546,126650.11193924819
1547,130727.25850811476
1548,142762.38106108233
1549,108418.43537205816
1550,131812.02477318674
1551,119166.06888125109
1552,120810.63467791263
1553,126006.13621387344
1554,117805.38145735925
1555,185718.68381220664
1556,129024.8633236481
1557,121663.28594402068
1558,112052.36461898072
1559,115064.1640187875
1560,122935.12302011506
1561,170110.4780073158
1562,120388.17445491822
1563,120042.88598697809
1564,154191.25412426793
1565,138451.2920966906
1566,221426.06511548394
1567,92056.74512705333
1568,222220.31304256365
1569,108928.88862791161
1570,120513.3118198781
1571,115277.28112308732
1572,124466.96006099945
1573,201705.5270379112
1574,134276.46367668276
1575,192118.9799633494
1576,182441.2922767576
1577,190768.55733783208
1578,123192.36792047866
1579,133747.3025781355
1580,199388.64170903218
1581,132967.3627191288
1582,122519.11917618944
1583,290454.70736084745
1584,230487.2158238329
1585,143885.21127929914
1586,71110.80997949392
1587,103405.65541866627
1588,130546.73978625103
1589,102394.67893910223
1590,137244.5437656907
1591,104069.15576422946
1592,119026.03530147794
1593,114571.94007929681
1594,149255.8040031609
1595,130195.92303859921
1596,254725.1131241828
1597,202013.70135597608
1598,211369.365208063
1599,160301.02234377482
1600,173773.0349257411
1601,59946.94150672671
1602,99460.55480089685
1603,75644.92879842146
1604,289345.2832912371
1605,234561.11571586822
1606,158829.8182904689
1607,222904.25666611013
1608,211687.78547761124
1609,200123.36038019866
1610,153435.90759687003
1611,135435.44970438493
1612,167299.63513122327
1613,158741.23089304002
1614,102282.32137675838
1615,90282.83116072914
1616,90282.83116072914
1617,90757.33738393984
1618,118729.0928598059
1619,120761.1782175031
1620,205268.6734261158
1621,134930.80180247335
1622,140741.9265022487
1623,249781.7714054692
1624,189202.4625326595
1625,128706.4233258923
1626,173754.61051975217
1627,179953.57181693523
1628,270237.30756463675
1629,180137.39554365087
1630,393969.74369741586
1631,250875.27547714842
1632,275818.28646499733
1633,168624.20588477436
1634,182110.38405496758
1635,167016.37018943162
1636,164157.6702027276
1637,176308.24773718973
1638,205845.38966410616
1639,185893.44914113655
1640,256837.6856867957
1641,178979.41344265404
1642,220854.80611327928
1643,245010.96464811364
1644,238365.2583023458
1645,171257.1384650633
1646,148632.48153687458
1647,168821.9197979158
1648,139553.3552775398
1649,131673.01656822528
1650,110092.8980879457
1651,110381.83010889812
1652,100219.78160082303
1653,99957.4491987566
1654,151476.1784872904
1655,149886.144749858
1656,149153.73600311755
1657,152272.29959715594
1658,149545.17985292638
1659,135885.42157546862
1660,128683.481588544
1661,428667.8733278962
1662,392659.39891742985
1663,360132.7372503221
1664,527651.9661709556
1665,316189.4102258752
1666,291374.0197275995
1667,347301.04078279546
1668,316991.58611730824
1669,285037.12564935675
1670,324928.87842296035
1671,262323.5745607393
1672,433249.5087045109
1673,308952.5678759597
1674,269847.67013323284
1675,199995.15732522964
1676,195286.215721397
1677,220195.3927037761
1678,485214.16273020435
1679,351960.15640919504
1680,338375.5298084201
1681,277883.20281712053
1682,280701.3075935082
1683,222942.63861149593
1684,185935.42609453519
1685,171706.72361568979
1686,174669.80520980043
1687,170900.27654730406
1688,199692.91854315216
1689,196889.57926060562
1690,188446.68319221673
1691,178050.72879571212
1692,242884.45122533673
1693,170900.27654730406
1694,172068.11390096566
1695,171434.91602754072
1696,252991.37950095834
1697,171434.91602754072
1698,340772.6967564428
1699,308119.4544728225
1700,239734.68442937144
1701,279644.66228575516
1702,264578.24060632905
1703,258091.65475910902
1704,264612.1795075168
1705,232814.89090078132
1706,412002.6418353203
1707,214149.67381034626
1708,210839.26398157305
1709,268212.8125397389
1710,231935.55964209838
1711,236873.32576128552
1712,282106.95242356654
1713,235875.55191177398
1714,223001.99793098122
1715,202626.38176316887
1716,183945.6969545882
1717,177104.05547928347
1718,161896.52971056284
1719,203244.88957262403
1720,229022.14855007862
1721,174011.91857016252
1722,144671.91357217028
1723,144293.22571596797
1724,205114.0587031764
1725,220614.3363730175
1726,174804.6720095269
1727,169015.77825908593
1728,180500.97039050545
1729,152739.36998509523
1730,154695.59237357732
1731,124947.86201821745
1732,118169.85868417432
1733,118169.85868417432
1734,128350.09399068904
