Id,SalePrice
1461,122042.30189127511
1462,156076.0762937362
1463,162422.5452558347
1464,178417.69171813506
1465,237544.89548786834
1466,175725.75058548487
1467,162783.20817227018
1468,169907.42544013626
1469,188351.8984586434
1470,112433.90456607952
1471,190180.7746572352
1472,100628.1636722615
1473,94044.87122138348
1474,147944.5165357757
1475,139586.67086546606
1476,360743.5691313315
1477,267343.80784651986
1478,308694.20943579753
1479,292353.2128445211
1480,444081.2763370637
1481,318056.9509882757
1482,249770.4926217477
1483,176120.4170809598
1484,172930.96824457895
1485,177983.86203541278
1486,204239.0924642123
1487,324312.3959700007
1488,243640.26281288592
1489,195026.22490009133
1490,191425.83871978463
1491,195380.14711244
1492,113579.22926041149
1493,165931.76836388043
1494,298259.2718146096
1495,293380.82374487043
1496,212204.90998723134
1497,208065.53036861424
1498,180072.63610601868
1499,180072.63610601868
1500,165063.87614208672
1501,177748.59274228817
1502,173124.55986641208
1503,236854.43036813146
1504,240609.44521689252
1505,211578.5918352447
1506,193213.63942612434
1507,227966.11542353456
1508,188715.15203379258
1509,165784.82449091919
1510,139127.5490902986
1511,138002.20203889164
1512,153813.26941484824
1513,162644.2643281397
1514,164316.78201122946
1515,181487.1581282451
1516,152966.73059458937
1517,147207.3572532552
1518,155909.26819386825
1519,200361.44956791305
1520,132777.5937055251
1521,135764.44011451284
1522,165035.2963688838
1523,121492.20234481117
1524,124543.93109703822
1525,123910.23389357804
1526,125431.46945011438
1527,100175.74405600352
1528,141023.66452583947
1529,134580.039308752
1530,161510.37422422084
1531,108223.79286640439
1532,101866.14587236106
1533,127689.39775082361
1534,124987.41327815919
1535,130035.85684598869
1536,110839.57526708611
1537,72451.98213404062
1538,153041.72972041433
1539,167804.35205188458
1540,137061.27157218428
1541,126281.75765857565
1542,138098.467502484
1543,179321.07441082777
1544,93794.20928026373
1545,126854.36867976065
1546,128690.02415261879
1547,128377.426577954
1548,141360.53614963428
1549,110728.03002865461
1550,128909.99941368547
1551,119203.22891419896
1552,117329.25795896385
1553,126906.94950845231
1554,120287.50998409235
1555,183224.9912273905
1556,138428.73674341265
1557,120997.97978896566
1558,117572.21318209879
1559,115585.00812199315
1560,123899.15712925226
1561,155879.06301731142
1562,122760.1101821585
1563,122441.07742843412
1564,148945.23955334708
1565,139215.5782248227
1566,221046.08171489084
1567,96715.17267387087
1568,220257.06781095
1569,102754.2359972472
1570,119995.12610279635
1571,110830.92769393558
1572,118561.14072322684
1573,183194.6002017421
1574,126060.52111759495
1575,189475.6460633609
1576,181331.26630828678
1577,191617.77449347783
1578,131657.39967178626
1579,138093.71751809152
1580,202002.81947846952
1581,136710.9548459613
1582,128250.0548292271
1583,271873.42328549677
1584,227290.23468295715
1585,149901.34350067214
1586,74062.12947737708
1587,104399.62265444754
1588,123282.86142772729
1589,100145.38089905387
1590,132087.8792215025
1591,100597.95941956606
1592,119175.26848667837
1593,118611.1466078307
1594,148132.19500428953
1595,129775.74162668957
1596,245096.40653172537
1597,197206.32776364975
1598,217580.58283653602
1599,173092.12412816714
1600,183952.6314500345
1601,61213.76907120332
1602,101500.24578456317
1603,76995.75208253237
1604,276736.03801242466
1605,231005.92185402603
1606,158119.53323051144
1607,205529.28560195144
1608,214165.47123734493
1609,205072.69465785145
1610,162595.80926030126
1611,136389.0299402525
1612,160729.76663990773
1613,154228.69071270205
1614,100961.92135271947
1615,90472.95635104462
1616,90472.95635104462
1617,90869.03377414103
1618,122765.74545983806
1619,124615.8822093302
1620,193519.62735744164
1621,138177.69572566604
1622,142098.7528860882
1623,237744.80781852137
1624,184247.3328889685
1625,132996.13503973174
1626,168098.52231519492
1627,178949.24943626154
1628,262737.44134944683
1629,186724.85103474054
1630,366721.38771504204
1631,257060.40358256266
1632,277020.64188579615
1633,176401.69640521752
1634,180726.7091749124
1635,169500.5684651919
1636,163839.70236598028
1637,171543.7818370335
1638,208376.74229002645
1639,182874.417464942
1640,249831.61551747468
1641,179086.202097025
1642,220874.77024765566
1643,244808.72681207772
1644,239895.64036093315
1645,165974.37594390372
1646,152857.14391797513
1647,173344.41915850312
1648,138096.1538112686
1649,132092.3282679486
1650,111965.82823589892
1651,112210.64511091352
1652,101289.68878660772
1653,101068.69862224195
1654,151229.1707503581
1655,151170.57757940647
1656,148917.0941779997
1657,151891.22708945334
1658,149242.70545969982
1659,140197.7585994644
1660,130498.4894493042
1661,409278.24417591566
1662,385885.07724126545
1663,348900.95562859153
1664,481605.91857927194
1665,315609.52330448997
1666,288252.9598108898
1667,338854.9384275131
1668,316258.79977781995
1669,291470.33242375375
1670,322591.86852955533
1671,258711.14889311226
1672,401982.88113301474
1673,311870.89589420083
1674,271843.5111688847
1675,204375.1993706319
1676,200656.7886986197
1677,226255.82929710424
1678,450740.3812275726
1679,333369.99096410186
1680,332541.8011284159
1681,285749.3499939446
1682,279989.66006214416
1683,228231.1980109681
1684,189105.75183746064
1685,173186.20795799303
1686,177571.89454724334
1687,178373.02816979334
1688,199940.8279018586
1689,197703.38625924313
1690,190905.40933166444
1691,182442.20641674212
1692,241082.9328586683
1693,178373.02816979334
1694,173213.56352889942
1695,178912.57834283114
1696,242031.4398302423
1697,178912.57834283114
1698,337954.70864512457
1699,303000.13616704516
1700,249105.25242014797
1701,288582.0101627748
1702,254701.72684002962
1703,250157.8145041608
1704,254685.04655801586
1705,230779.56337378072
1706,368244.8839126382
1707,210631.77366708586
1708,208118.12122519952
1709,264401.03662062436
1710,230497.04086147356
1711,239237.7348793091
1712,267609.3185566997
1713,226898.73727727385
1714,217131.75655510073
1715,206069.81476005504
1716,183866.3709638757
1717,178544.13432039434
1718,162113.45085253727
1719,203494.01689509617
1720,223552.05868956514
1721,176079.15495741187
1722,144688.85570797755
1723,144373.17975219124
1724,199999.39421007107
1725,217774.74966332587
1726,175714.4820725476
1727,167194.73754974478
1728,184499.15728753735
1729,157436.2736367337
1730,163641.58036845928
1731,126174.99460401766
1732,120846.97215862761
1733,120846.97215862761
1734,128864.72428718643
1735,123450.78221124926
1736,123181.44225543569
1737,311263.6262521376
1738,226572.79687050843
1739,306654.14627615194
1740,211524.0576798906
1741,177118.01028494936
1742,178137.2444574069
1743,191873.59823052562
1744,276191.2649266437
1745,256697.7464083765
1746,294032.9858849904
1747,205718.82093194014
1748,215819.50300947248
1749,147391.60621360966
1750,156631.18250431307
1751,222366.9416388294
1752,122708.97816058433
1753,157339.1604196329
1754,214441.16999148185
1755,161712.34962408332
1756,110713.47235790179
1757,120583.48952748007
1758,125475.15293878148
1759,151418.16835913536
1760,141918.9802314666
1761,141796.57837850804
1762,165770.3014474525
1763,165333.75227048414
1764,123656.08741385338
1765,181066.46782246028
1766,164492.58529416448
1767,173039.46113883684
1768,132590.36021823002
1769,173307.93211637708
1770,138976.09964677435
1771,134981.8883752939
1772,143525.96392536245
1773,122273.4869239535
1774,171395.3068536911
1775,141105.9852303757
1776,123018.92001690385
1777,114056.4651142653
1778,125967.31903639766
1779,118554.98795116752
1780,166089.96305564736
1781,133130.4588616727
1782,86629.88207106473
1783,114872.43132464685
1784,85997.4538979597
1785,108245.96894769456
1786,136285.2268571556
1787,141018.5560539831
1788,69196.01893120537
1789,97606.05364339138
1790,72209.27950200664
1791,214988.64626430944
1792,161008.4580327898
1793,144046.58127339013
1794,136872.9093073729
1795,144206.65153959644
1796,132185.91343855063
1797,138467.91344124707
1798,128080.43209153846
1799,113345.76452247071
1800,126059.9775464627
1801,123669.73452927823
1802,151953.7235058362
1803,168543.6632994737
1804,129157.2234607523
1805,143045.92118433726
1806,129433.72038737807
1807,142147.390365204
1808,101861.66814248433
1809,108901.97130992025
1810,121093.56055265173
1811,108106.32513579771
1812,111849.27689103666
1813,118091.05882763656
1814,90123.97105900123
1815,66476.46126710267
1816,95971.30459126129
1817,101671.33752375901
1818,140467.72770710476
1819,118225.7898501712
1820,85068.39142525502
1821,129437.0725284288
1822,124898.16957820138
1823,64372.217359728194
1824,138114.711638641
1825,124579.99036759434
1826,110188.68797896846
1827,112059.61945371133
1828,133316.12436928725
1829,115568.80905616157
1830,138640.87699862325
1831,153655.1248867157
1832,139461.58622511235
