Id,SalePrice
1461,123394.305
1462,161303.6
1463,181086.95
1464,190089.28
1465,191475.69
1466,177056.44
1467,175269.08
1468,176744.0
1469,184090.64
1470,122572.59
1471,207009.0
1472,92867.44
1473,96849.76
1474,151148.03
1475,127772.77
1476,379329.38
1477,242482.58
1478,295771.34
1479,262439.94
1480,513006.4
1481,321333.47
1482,207969.5
1483,183569.08
1484,164063.61
1485,176740.45
1486,196892.31
1487,305741.62
1488,219175.62
1489,193297.4
1490,208573.9
1491,187805.16
1492,88879.59
1493,174905.06
1494,287913.38
1495,284880.8
1496,236284.72
1497,182559.11
1498,157879.25
1499,158941.14
1500,162677.9
1501,171637.77
1502,153985.78
1503,298283.34
1504,236610.78
1505,221554.38
1506,174641.05
1507,241566.25
1508,189984.34
1509,163637.34
1510,148384.36
1511,146474.05
1512,167174.45
1513,138173.97
1514,152031.34
1515,193269.75
1516,155246.66
1517,162602.53
1518,126487.625
1519,223963.0
1520,138585.19
1521,143863.75
1522,171416.44
1523,122090.414
1524,124248.89
1525,124512.7
1526,121860.79
1527,104374.46
1528,125930.46
1529,149154.05
1530,169901.86
1531,108972.06
1532,96730.5
1533,141109.81
1534,119275.82
1535,158524.23
1536,115591.945
1537,63655.54
1538,152635.98
1539,204721.78
1540,93667.16
1541,144362.64
1542,139177.62
1543,217593.2
1544,77924.3
1545,101181.79
1546,127222.33
1547,136257.55
1548,134168.34
1549,114637.5
1550,138798.0
1551,112764.555
1552,114853.516
1553,134934.67
1554,114155.51
1555,168047.06
1556,84660.68
1557,101474.98
1558,88806.22
1559,86568.26
1560,139269.78
1561,133633.42
1562,129340.71
1563,116496.555
1564,152258.12
1565,151963.94
1566,227992.28
1567,75274.1
1568,225332.64
1569,137191.02
1570,137188.02
1571,126328.25
1572,149338.23
1573,245994.56
1574,108549.91
1575,225683.4
1576,218184.17
1577,186946.69
1578,152536.3
1579,141113.98
1580,191879.31
1581,148658.58
1582,127552.164
1583,322918.94
1584,237335.78
1585,142213.7
1586,70735.336
1587,103146.55
1588,154748.06
1589,93088.14
1590,134074.47
1591,100766.94
1592,116678.46
1593,125930.46
1594,120333.48
1595,112087.68
1596,231615.78
1597,176016.98
1598,205110.1
1599,180090.12
1600,179339.94
1601,62818.77
1602,109562.18
1603,78387.99
1604,279424.0
1605,240126.1
1606,172217.86
1607,160413.22
1608,201130.61
1609,179076.92
1610,162218.72
1611,145365.64
1612,173224.8
1613,172988.72
1614,122983.12
1615,84368.1
1616,72575.27
1617,86997.97
1618,127109.3
1619,134846.3
1620,139655.88
1621,137792.48
1622,134431.3
1623,280134.8
1624,208813.94
1625,121628.695
1626,166101.44
1627,186277.89
1628,267464.3
1629,178497.2
1630,342787.6
1631,208991.66
1632,247274.58
1633,169369.44
1634,184040.44
1635,184391.98
1636,166211.58
1637,189238.06
1638,199976.72
1639,182862.66
1640,250683.77
1641,173769.83
1642,222183.22
1643,227440.23
1644,228692.61
1645,188285.05
1646,157727.1
1647,152370.84
1648,134509.14
1649,140888.88
1650,118344.1
1651,123486.72
1652,93663.05
1653,94102.484
1654,151573.0
1655,144305.52
1656,146123.98
1657,151361.66
1658,149143.81
1659,131836.42
1660,152073.39
1661,473917.4
1662,388894.56
1663,368345.78
1664,508878.72
1665,316761.6
1666,335934.1
1667,359442.28
1668,324801.72
1669,297882.53
1670,323591.28
1671,257498.64
1672,433640.66
1673,294341.62
1674,252434.6
1675,190739.92
1676,188631.39
1677,210615.12
1678,507855.75
1679,419356.0
1680,313490.97
1681,249970.67
1682,308315.94
1683,182757.0
1684,168985.77
1685,171678.2
1686,171088.48
1687,168536.9
1688,188732.33
1689,188995.12
1690,185819.23
1691,178110.02
1692,242828.78
1693,169888.73
1694,182413.45
1695,166981.19
1696,261943.83
1697,170855.97
1698,363252.6
1699,326318.1
1700,248822.12
1701,260344.7
1702,245058.19
1703,248245.45
1704,278624.62
1705,221847.2
1706,444340.53
1707,199632.78
1708,199181.5
1709,274867.7
1710,224695.1
1711,254725.72
1712,233775.9
1713,275846.4
1714,221973.75
1715,201440.05
1716,177804.52
1717,170453.17
1718,139872.75
1719,209264.28
1720,245917.16
1721,166643.44
1722,132313.67
1723,161398.08
1724,202849.86
1725,232374.0
1726,194324.33
1727,174424.83
1728,183374.86
1729,166685.88
1730,166984.53
1731,123756.82
1732,130206.555
1733,116576.13
1734,125760.875
1735,129305.94
1736,117614.336
1737,339473.84
1738,221630.03
1739,269370.34
1740,209828.64
1741,184567.56
1742,170417.73
1743,174591.92
1744,303338.6
1745,218213.52
1746,206038.39
1747,219187.33
1748,220061.16
1749,157301.08
1750,132146.08
1751,233163.16
1752,117588.766
1753,144726.44
1754,191148.73
1755,166318.6
1756,117873.27
1757,117028.05
1758,144622.53
1759,162656.34
1760,160398.08
1761,133014.97
1762,173407.94
1763,166128.84
1764,118149.125
1765,160943.72
1766,173852.38
1767,224604.47
1768,144533.73
1769,162254.14
1770,147762.6
1771,130467.71
1772,140462.12
1773,133712.97
1774,125513.57
1775,139492.03
1776,119273.89
